school_id,pupil_id,grade,Fluency,Kiswahili,Math,attendance_records,present_records,region,province,tutoring_program,teacher_id,lesson_completion_rate,pupil_percent_present,Fluency_encoding
792,26429,Grade 4,238.0,0.7799999713897705,0.6399999856948853,92,75,Siaya,Nyanza,No,258,0.79874213836478,81.52,0
792,26717,Grade 3,206.0,0.8571428656578064,0.8666666746139526,48,43,Siaya,Nyanza,No,669,0.882136279926335,89.58,0
792,26965,Grade 3,214.0,0.8857142925262451,0.7666666507720947,104,91,Siaya,Nyanza,No,669,0.882136279926335,87.5,0
792,27005,Grade 2,146.0,0.7142857313156128,0.8999999761581421,96,83,Siaya,Nyanza,No,201,0.876425855513308,86.46,0
5502,624,Grade 2,59.0,0.6571428775787354,0.6666666865348816,94,56,Kisumu,Nyanza,No,565,0.41254752851711,59.57,0
5502,912,Grade 2,69.0,0.8285714387893677,0.8666666746139526,94,58,Kisumu,Nyanza,No,565,0.41254752851711,61.7,0
5502,1828,Grade 3,118.0,0.7714285850524902,0.800000011920929,97,39,Kisumu,Nyanza,No,110,0.67219152854512,40.21,0
5502,1924,Grade 1,40.0,0.2857142984867096,0.5,85,55,Kisumu,Nyanza,No,168,0.441233140655106,64.71,0
5502,1948,Grade 4,,,0.5,64,57,Kisumu,Nyanza,No,287,0.419117647058824,89.06,0
5502,2160,Grade 4,,0.800000011920929,0.8999999761581421,64,57,Kisumu,Nyanza,No,287,0.419117647058824,89.06,0
5502,2636,Grade 5,135.0,0.800000011920929,0.699999988079071,87,62,Kisumu,Nyanza,No,288,0.379746835443038,71.26,0
5502,2818,Grade 2,96.0,0.8857142925262451,0.7666666507720947,94,52,Kisumu,Nyanza,No,565,0.41254752851711,55.32,0
5502,3130,Grade 2,98.0,0.9428571462631226,0.9666666388511658,94,77,Kisumu,Nyanza,No,565,0.41254752851711,81.91,0
5502,3580,Grade 3,100.0,0.4571428596973419,0.699999988079071,97,64,Kisumu,Nyanza,No,110,0.67219152854512,65.98,0
5502,3593,Grade 4,,0.6600000262260437,0.8799999952316284,31,28,Kisumu,Nyanza,No,287,0.419117647058824,90.32,0
5502,4517,Grade 3,,,,45,5,Kisumu,Nyanza,No,110,0.67219152854512,11.11,0
5502,4980,Grade 2,88.0,0.9142857193946838,0.8999999761581421,94,45,Kisumu,Nyanza,No,565,0.41254752851711,47.87,0
5502,5700,Grade 3,141.0,0.800000011920929,0.7666666507720947,97,27,Kisumu,Nyanza,No,110,0.67219152854512,27.84,0
5502,5711,Grade 3,100.0,0.5428571701049805,0.800000011920929,97,57,Kisumu,Nyanza,No,110,0.67219152854512,58.76,0
